job_title,company_name,location,work_type,salary,job_description,_scrape_timestamp
Trainer (Home Appliances Specialist),PT Yongwang Electronics Indonesia,"Jakarta Barat, Jakarta Raya",Full time,None,"Responsibilities:
Training Design & Development
Identify training needs based on competency assessments, performance gaps, and business priorities.
Develop annual and monthly training plans for Home Appliances categories.
Create comprehensive training materials, including manuals, product guides, videos, and presentations.
Ensure all content reflects the latest product updates, market trends, and competitive insights.
Training Delivery
Conduct in-person and online training sessions for sales teams, promoters, technicians, and partners.
Deliver product knowledge training covering features, specifications, usage, maintenance, and troubleshooting.
Facilitate soft-skill training related to selling techniques, customer approach, and product positioning.
Support onboarding programs for new employees.
Evaluation & Reporting
Assess training effectiveness through tests, practical demonstrations, feedback, and ROI analysis.
Compile training reports, attendance, evaluation results, and improvement suggestions.
Continuously improve training methods based on participant performance and business needs.
Product Knowledge & Collaboration
Stay updated on HA product technology, innovations, and industry trends.
Collaborate with Product, R&D, and Marketing teams to understand new product introductions.
Participate in product testing, user trials, and provide technical feedback.
Support sales teams with deep technical understanding and competitive advantages of each product.
Requirements:
Proven experience as a Trainer, Product Specialist, or similar role in the Home Appliances or Electronics industry.
Strong understanding of product features and technical knowledge of HA categories (refrigerators, washing machines, kitchen appliances, etc.).
Solid knowledge of instructional design, adult learning principles, and the full training cycle.
Experience using LMS platforms, e-learning tools, and modern training techniques.
Strong communication, presentation, and facilitation skills.
Ability to simplify complex technical information for different types of audiences.
Analytical skills for evaluating training results and performance improvements.
Proficiency in MS Office and training-related software.
Bachelor’s degree in Education, Engineering, Training & Development, or related field.
Must be proficient in English (spoken and written).",2025-11-24T12:34:30.071706
Technical Product Manager,PT Trinusa Travelindo,"Jakarta Raya
(Hibrid)",Full time,None,"It's fun to work in a company where people truly BELIEVE in what they're doing!
‎
‎
Job Description
Define product roadmap and strategy to address user needs and achieve business goals.
Define business KPIs and success metrics and is accountable to measure product success and contributions.
Understand user needs and translate those into product requirements by taking into consideration the business goals, development cost & technical debt that might incur.
Build relationships with stakeholders across the organization to understand and prioritize needs across use cases and also short & long-term time horizons.
Work with cross-functional teams on the ideation, research, design, development and launch of user-centric products.
Plan and manage multiple projects based on the level of urgency and importance of the projects.
Leveraging experiments, quantitative and qualitative user insights to make data-informed and data-driven decisions.
Communicate well and influence stakeholders to prioritize their works in the interest of shared benefits or agreed business needs.
Provide recommendations on business process improvement and operational guidelines.
‎
Requirements
Bachelor's degree in Computer Science, Engineering, or other technical fields from top local or overseas universities with strong academic results, MBA is a plus
3-5 years of prior experience as a Product Manager with a proven track record of successfully owning and delivering products that address market needs and drive business growth
Excellent analytical and problem-solving skills with proven ability to identify root causes and potential solutions that could be in the form of remedies / course-corrective actions and/or innovative solutions that solve fundamental pain points faced in the market
Team player with solid communication and stakeholder management skills to drive various growth projects
A quick learner to absorb new knowledge in the fast-changing and dynamic industry, synthesize learnings to strategic growth levers that generate tangible business impacts
A strong drive to make things happen, charisma, and ability to influence in a multicultural setting
Passion in making the world better through technology
Willing to do business trip frequently; at least once/month
‎
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",2025-11-24T12:34:46.492623
Product Manager,PT Galenium Pharmasia Laboratories,Jakarta Raya,Full time,None,"Job Responsibilities:
Doing evaluation such as market share, product, competitor and market opportunity
Arrange promotion program and monitoring the program
Monitoring implementation marketing strategic
Visit to Key Opinion Leader and potensial outlet
Training product knowledge to sales team
Job Requirements:
Candidate must possess at least a Bachelor's Degree, Biology, Medical Science, Pharmacy/Pharmacology or equivalent.
Required skill: product management and marketing, presentation, Medical Knowledge.
At least r3 years experience as Product Manager Ethical Dermatology in Pharmaceutical Company
Willing to travelling
Good presentation skills
Placement : Jakarta Selatan",2025-11-24T12:35:02.842916
Supervisi HR,PT Baja Titian U,"Jakarta Selatan, Jakarta Raya",Full time,None,"Tugas Utama:
Mengawasi proses rekrutmen & seleksi kandidat.
Mengontrol absensi, lembur, dan administrasi C&B (BPJS, cuti, tunjangan).
Mengelola hubungan industrial & kedisiplinan karyawan.
Memantau pelaksanaan training dan pengembangan karyawan.
Mengawasi administrasi HR (kontrak kerja, data karyawan, laporan HR).
Berkoordinasi dengan seluruh departemen untuk kebutuhan manpower & kebijakan HR.
Memonitor fasilitas kantor & kebutuhan operasional dasar.
Kualifikasi:
Min. S1 (Psikologi).
Pengalaman HR 3–5 tahun, termasuk supervisi tim.
Memahami UU Ketenagakerjaan & proses HR end-to-end.
Komunikatif, teliti, dan mampu bekerja dengan target.",2025-11-24T12:36:56.421186
Recruitment Staff,PT Surya Cipta Sempurna,"Jakarta Barat, Jakarta Raya",Full time,Rp 5.000.000 – Rp 6.500.000 per month,"Deskripsi Pekerjaan:
Melakukan end to end recruitment process di mulai dari mencari kandidat karyawan, menyotir, dan menyeleksi surat lamaran untuk mendapatkan calon kandidat yang sesuai permintaan user
Menjadwalkan kandidat untuk mengikuti proses seleksi dengan menggunakan email, telepon, atau media lainnya
Melakukan koordinasi dengan user/atasan untuk proses seleksi di tahap selanjutnya hingga penerimaan calon karyawan
Melaksanakan proses penerimaan karyawan baru
Kualifikasi:
Pendidikan minimal S1 jurusan Psikologi
Berpengalaman di bidang recruitment minimal 3 tahun lebih disukai
Mampu memenuhi deadline dan target yang diberikan oleh atasan
Bertanggung jawab, rajin, teliti, jujur
Memiliki kemampuan komunikasi yang baik",2025-11-24T12:36:57.211181
HC Officer,PT Manambang Muara Enim,"Jakarta Selatan, Jakarta Raya",Full time,None,"Job Description:
Melakukan proses seleksi Pekerja sampai dengan penerimaan, termasuk di dalamnya pemeriksaan kesehatan calon Pekerja baru, perjanjian kerja, perlengkapan kerja sampai dengan proses administrasi.
Melakukan dan memastikan Pekerja baru mendapatkan orientasi, memiliki penilaian kinerja dan terupdate datanya di dalam HRIS.
Mengelola job description dan melakukan job analisis sampai dengan job evaluation.
Berkoordinasi dengan atasan dan Kepala Divisi dalam hal melakukan penilaian kinerja tahunan, penilaian kinerja atas promosi, demosi dan semua perubahan jabatan pekerja
Mengkoordinir, mempersiapkan dan memastikan seluruh proses pelatihan dan pengembangan berjalan lancar dan sesuai prosedur.
Memastikan & mengupdate seluruh dokumen yang terkait dengan HR serta seluruh data pribadi Pekerja di sistem, termasuk didalamnya sakit, cuti, ijin.
Membuat & mengorganisir surat/dokumen yang masuk maupun yang keluar dalam internal departemen.
Memastikan administrasi Pekerja yang mengundurkan diri dijalankan sesuai dengan prosedur.
Melaksanakan kewajiban Keselamatan dan Kesehatan Kerja di lingkungan Perusahaan.
Job requirements:
S1 Psikologi dari universitas ternama.
Minimal 3 tahun pengalaman di bidang Sumber Daya Manusia, dengan fokus kuat pada rekrutmen, pengembangan karyawan, dan pengembangan organisasi.
Memiliki pengetahuan yang kuat mengenai strategi manajemen SDM.
Memahami strategi, alat, proses, dan teknik rekrutmen serta pengembangan karyawan dengan baik.
Mahir menggunakan Microsoft Office dan HRIS.",2025-11-24T12:37:13.612092
HRGA Supervisor,PT Nayue Kosmetik Indonesia,"Cikarang Pusat, Jawa Barat",Full time,Rp 8.000.000 – Rp 12.000.000 per month,"NAYUE GROUP
As a growing OEM Cosmetics company, NAYUE is focusing not only in develop innovation for beauty product and marketing but also in the PEOPLE as the champions in NAYUE for business achievement and success.
Job Description
This is a full-time on-site role located in Pantai Indah Kapuk, North Jakarta. HRGA Supervisor will be responsible for managing the overall HR operations, including recruiting, selecting, training, and developing employees, as well as handling employee relations, benefits, and compensation. This role requires the ability to communicate effectively, build relationships and manage multiple priorities, and have a strong sense of teamwork, professionalism, business acumen, and knowledge in Beauty industry such as manufacturing contract, trading, retail and R&D.
Qualifications:
Experienced in handle HRGA role in manufacture/FMCG/retail industry at least 3 years
Have experienced and knowledge about recruitment, training, compensation & benefit, organization development as well
Strong understanding of employment laws, regulations, and policies
Excellent interpersonal and communication skills, able to communicate in English (written and verbal), can communicate in Mandarin would be an advantage
Ability to prioritize workload and work independently
Additional HR ISO, HALAL, FDA and other related certifications will be a plus
Preferable can join immediately (less than 1 month)
Willing to be placed in Pantai Indah Kapuk, North Jakarta",2025-11-24T12:37:14.596466
HRGA Supervisor,PT Avia Avian Tbk,"Serang, Banten",Full time,None,"Peluang Karir
Anda tertarik untuk menjadi bagian dari tim sumber daya manusia dan administrasi yang dinamis di PT Avia Avian Tbk' yang berbasis di Serang, Banten dan Cirebon, Jawa Barat? Kami sedang mencari HRGA Supervisor yang berpengalaman untuk bergabung dengan kami.
Tanggung Jawab Utama
Mengawasi dan mengelola semua proses administrasi sumber daya manusia, termasuk perekrutan, manajemen kinerja, kompensasi, dan pengembangan karyawan.
Memastikan kepatuhan terhadap semua undang-undang dan peraturan ketenagakerjaan yang berlaku.
Memberikan dukungan dan bimbingan kepada manajer dan karyawan mengenai berbagai masalah terkait sumber daya manusia.
Mengembangkan dan mengelola sistem dan prosedur sumber daya manusia yang efisien dan efektif.
Memimpin inisiatif pengembangan karyawan, termasuk pelatihan, mentoring, dan perencanaan suksesi.
Mengelola fungsi administrasi perusahaan, termasuk pengarsipan, pembukuan, dan manajemen fasilitas.
Kualifikasi dan Pengalaman yang Dibutuhkan
Memiliki gelar sarjana dalam bidang Manajemen Sumber Daya Manusia, Administrasi Bisnis, atau bidang terkait.
Minimal 5 tahun pengalaman kerja di bidang HRGA/HR Generalist di perusahaan manufaktur
Pemahaman yang kuat tentang undang-undang ketenagakerjaan dan praktik sumber daya manusia yang baik.
Kemampuan komunikasi yang baik, baik lisan maupun tertulis, dan kemampuan bernegosiasi yang andal.
Pengetahuan tentang penggunaan HRIS
Kemampuan multitasking dan bekerja dengan baik dalam tim yang dinamis.
Mampu berbahasa Mandarin menjadi nilai tambah
Bersedia ditempatkan di Serang, Banten atau Cirebon, Jawa Barat",2025-11-24T12:37:30.494102
Human Resources Manager,PT Aeroxspace Adventure Indonesia,"Denpasar, Bali",Full time,Rp 7.000.000 – Rp 10.000.000 per month,"About the role
PT Aeroxspace Adventure Indonesia is seeking an experienced Human Resources Manager to join our dynamic team in Denpasar, Bali. In this full-time position, you will play a critical role in shaping our company's people strategy and supporting the overall growth and development of our workforce.
What you'll be doing
Overseeing all aspects of human resources management, including recruitment, onboarding, employee relations, performance management, and training and development
Partnering with the teams to understand their workforce needs and developing tailored HR solutions to support their objectives
Implementing effective HR policies, procedures and programmes to ensure compliance with relevant laws and regulations
Providing HR expertise and guidance to managers and employees on a wide range of HR-related matters
Spearheading initiatives to enhance employee engagement, satisfaction and wellbeing
Analysing HR data and metrics to identify trends and opportunities for continuous improvement
Collaborating cross-functionally to drive the implementation of HR-related projects and initiatives
What we're looking for
Minimum 3 years of progressive HR experience, preferably in a consulting or generalist HR role
Strong understanding of Indonesian labour laws and HR best practices
Excellent communication and interpersonal skills, with the ability to effectively engage with employees at all levels
Proficient in HR information systems and data analysis tools
Proven track record of designing and implementing successful HR programmes and initiatives
Degree in Human Resources, Business Administration, Law, or a related field
CHRP or other relevant HR certification is an advantage
What we offer
At PT Aeroxspace Adventure Indonesia, we are committed to providing our employees with a rewarding and fulfilling work experience. In addition to a competitive salary, we offer a range of benefits including comprehensive health insurance, generous leave entitlements, and opportunities for professional development and career advancement. Our company culture encourages collaboration, innovation, and work-life balance.
About us
PT Aeroxspace Adventure Indonesia is a leading provider of adventure tourism experiences in Bali. With a focus on delivering exceptional customer service and creating unforgettable memories, we have rapidly grown to become one of the most trusted and respected names in the industry. Our team is passionate about exploring Bali's natural wonders and sharing our love of adventure with visitors from around the world.
If you are excited by the prospect of joining our dynamic team and contributing to the success of our organization, we encourage you to apply now.",2025-11-24T12:37:31.362844
HR Generalist Senior Staff (Industrial),PT Lawencon Internasional,"Jakarta Selatan, Jakarta Raya",Full time,None,"We are looking for an experienced HR Generalist who is dynamic, proactive, and ready to work in both South Jakarta and North Sumatera (if needed). This position is responsible for handling a wide range of HR functions with a strong focus on industrial relations, employee administration, HR policy development, training, and legal compliance.
This is a hands-on role ideal for someone who enjoys working in a flat organizational structure, thrives in field-based environments, and is open to relocation or travel as part of their responsibilities.
Key Responsibilities:
Handle industrial relations matters, including drafting employment agreements (PKWT/PKWTT), internal regulations, and managing employee disputes or disciplinary issues.
Develop and implement HR policies, SOPs, and internal guidelines in alignment with operational needs.
Manage all aspects of employee administration: attendance, leave, contracts, insurance (BPJS), performance appraisal, people development and general HR documentation.
Facilitate employee onboarding, basic training, and skills development programs.
Ensure full compliance with Indonesian labor law
Provide strategic insights on HR improvements that align with field operations and business objectives.
Act as a communication bridge between employees and management to maintain a positive work environment.
Willing to work on-site at either South Jakarta or North Sumatera depending on business needs
Qualifications:
Bachelor’s degree in Engineer, Science or a related field.
4 years of proven experience as an HR Generalist, preferably with a focus on industrial relations and HR operations.
Minimum of 2 years of experience in a supervisory HR role will be given preference and may be prioritized during the selection process.
Preference for candidates from outside the area (out-of-town/“anak rantau”) who are independent and adaptive to new environments.
Demonstrates a humble, creative, open-minded, and collaborative mindset.
Strong knowledge of Indonesian labor laws, employee rights, and BPJS regulations.
Comfortable working in a flat organization with minimal hierarchy.
Willing to travel and work on-site in field locations North Sumatera as needed.
Proficient in administrative software (Google Workspace, Google Drive, Slack, etc.).
Strong interpersonal and communication skills; able to resolve issues diplomatically and build trust across teams.",2025-11-24T12:37:47.723178
Staff HRD,PT. Dofla Jaya Properti,"Padang, West Sumatra",Kontrak/Temporer,Rp 3.000.000 – Rp 4.000.000 per month,"Kami adalah Perusahaan Properti yang berkembang dengan pesat dan selalu meraih Penghargaan atas penjualan properti terbanyak di Sumatera Barat. Kami saat ini membutuhkan talenta terbaik untuk menjadi Staff HRD. Mari Bergabung Bersama Kami, Berikut ini adalah persyaratan yang kami butuhkan :
💼 Tanggung Jawab:
Merekrtut Karyawan
Melakukan administrasi kepegawaian dan peraturan perusahaan
Melakukan training kepada karyawan baru
Melakukan proses penggajian karyawan
Melakukan tugas HRD lainnya
✅ Kualifikasi:
Pendidikan minimal S1 diutamakan Jurusan Psikologi, Manajemen SDM
Pengalaman minimal 2 tahun sebagai HR
Menguasai proses rekruitmen, administrasi kepegawaian serta peraturan ketenagakerjaan
Memiliki kemampuan komunikasi dan interpersonal yang baik serta bisa melakukan pelatihan terhadap karyawan
💼 Fasilitas & Benefit:
Gaji Pokok
Kontrak Kerja
Insentif
Tunjangan Kesehatan",2025-11-24T12:37:48.611480
STAFF PERSONALIA,PT. PUSAT BANDAR BERDIKARI,Jakarta Raya,Full time,None,"Bandar Jakarta Group
, membutuhkan tenaga kerja yang profesional dan dinamis untuk bergabung bersama kami sebagai :
“ STAFF PERSONALIA “
Deskripsi Pekerjaan
:
Bertanggung jawab atas laporan absensi karyawan
Membantu penyediaan tenaga kerja yang diperlukan untuk divisi terkait
Memastikan semua pertanyaan dan kritikan tamu melalui sosial media sudah terjawab dengan baik
Memastikan semua pencatatan kehadiran karyawan dilakukan dengan baik dan benar
Memastikan pembuatan surat surat yang diperlukan yang berhubungan dengan ketenaga kerjaan
Memastikan ketersediaan semua kebutuhan penunjang karyawan (seragam, obat obatan, kartu nama dll)
Melakukan komunikasi dan menjalin kedekatan dengan setiap
karyawan
Bertanggung Jawab Kepada
: Manager HRD & Manager Outlet
Kualifikasi:
Pendidikan min D3 segala jurusan
Mampu berkomunikasi dengan sangat baik
Pengalaman di posisi yang sama minimal 1 tahun
Jujur, teliti, rapi dan aktif
Mampu mengoperasikan Microsoft Office ( Word & Excel )
Diutamakan yang memiliki kendaraan pribadi
Bersedia ditempatkan di Pantai Indah Kapuk 2 ( PIK 2 )
Bagi yang memenuhi syarat di atas, dapat mengirimkan
Surat Lamaran Lengkap
ke :
hrd@bandar-djakarta.com",2025-11-24T12:38:04.921274
Human Resource Generalist,PT Global Prima Textilindo,"Jakarta Barat, Jakarta Raya",Full time,None,"About us
The Biggest Blank Apparel in Indonesia, With more than 60 Stores across Indonesia includes Jakarta, Surabaya, Bali, Medan and many more.
Qualifications & experience
at least a Bachelor's Degree in Human Resource Management and Psychology or equivalent.
Having 1 year experiences in related
Strong understanding of training and employee management practices.
Excellent communication and interpersonal skills, with the ability to interact effectively at all levels of the organisation
Strategic thinking and problem-solving abilities, with a focus on driving results and continuous improvement.
Tasks & responsibilities
Providing end-to-end HR support, including recruitment, onboarding, training, and employee relations
Handling recruitment processes, from job posting, candidate screening, to interview coordination and hiring documentation
Maintaining accurate employee records and ensuring compliance with relevant labour laws and regulations
Coordinating employee benefits and leave administration
Organising and facilitating HR-related events and activities
Providing HR-related guidance and support to managers and employees
Benefits
BPJS Kesehatan dan BPJS Ketenagakerjaan",2025-11-24T12:38:20.849200
Talent Acquisition,BRIK Construction,"Tangerang, Banten",Kontrak/Temporer,None,"Job Summary:
We are looking for a Talent Acquisition professional who will be responsible for managing the full recruitment cycle and supporting the company’s hiring needs. This role requires someone who is proactive, well-organized, and able to work effectively both independently and as part of a team.
Key Responsibilities:
Manage end-to-end recruitment process from sourcing to onboarding
Coordinate and communicate effectively with hiring managers to align hiring needs
Actively source candidates through multiple recruitment platforms
Maintain and update hiring progress reports and dashboards
Ensure a positive and efficient candidate experience
Identify recruitment process gaps and propose improvements
Qualifications:
Bachelor’s degree in Human Resources, Business Administration, or related field
Minimum 2–3 years experience in full-cycle recruitment
Able to work independently and collaboratively with the team
Strong initiative, adaptable, and flexible with changing priorities
Able to work under pressure in a fast-paced environment
Detail-oriented, well-organized, and KPI-driven
Experience hiring sales positions is an advantage
Available to join immediately is preferred
Location:
BRIK MIX Alam Sutera, Tangerang
Work Arrangement:
Full WFO",2025-11-24T12:38:37.188437
"HRGA Supervisor (Alam Sutera, Tangerang)",PT Trust Recruit Indonesia,"Tangerang, Banten",Full time,Rp 10.000.000 – Rp 15.000.000 per month,"Responsibilities:
Overseeing the full employee lifecycle, from recruitment and onboarding to performance management and offboarding
Developing and implementing HR policies, procedures and best practices to ensure compliance and consistency
Providing guidance and support to managers on HR-related matters, including employee relations, conflict resolution and disciplinary issues
Maintaining employee records and database, ensuring accuracy and confidentiality
Coordinating general administrative tasks such as office management, procurement and facilities management
Collaborating with the wider HR team to drive continuous improvement and enhance the employee experience
Requirements:
Minimum 5 years' experience in a generalist HRGA role, ideally within a fast-paced, service-oriented environment
Strong understanding of Indonesian labor laws and HR best practices
Excellent communication and interpersonal skills, with the ability to build rapport and influence at all levels
Highly organized, with a keen eye for detail and the ability to priorities and multitask effectively
Proficient in using HR information systems and MS Office suite
A team player with a solutions-focused mindset and a commitment to continuous learning",2025-11-24T12:38:38.585352
Senior Human Resources Supervisor,TEKNO ORBIT PERSADA,"Jakarta Selatan, Jakarta Raya",Full time,Rp 14.000.000 – Rp 16.000.000 per month,"The
Senior Human Resources Supervisor
will be responsible for strategizing, directing, and integrating the company’s Human Resources and General Affairs (HRGA) programs. This includes Organization Development & Manpower Planning, Talent & Learning Management, Rewards Management, HR Operations, Recruitment, General Services, Industrial & External Relations, and Medical Benefits.
The position ensures that all HRGA policies, business processes, and decisions comply with government regulations and align with the company’s business objectives.
Key Responsibilities:
Recruitment and Hiring:
Prepare job descriptions, post job ads, screen and interview candidates, facilitate onboarding, and support the performance management system.
Employee Relations:
Act as a bridge between management and employees, address grievances, and promote a positive work culture.
Training and Development:
Develop and implement training programs and assist in performance management initiatives.
Policy and Compliance:
Advise management on HR policies and ensure compliance with labour laws and regulations.
Administrative Tasks:
Manage payroll and benefits administration, oversee health and safety programs, and maintain HR documentation and reports.
Requirements:
Bachelor’s degree in Psychology, Human Resource Management, Law, Industrial Engineering, or Management from a reputable university.
Minimum 5 years of post-qualification experience (PQE) in Human Resources, with proven exposure to both operational and strategic HR functions.
Strong knowledge of Indonesian labor law, industrial relations, and HR compliance.
Demonstrated experience in recruitment, performance management, compensation and benefits, and employee engagement.
Excellent communication, interpersonal, and problem-solving skills.
Ability to work independently and collaboratively in a dynamic environment.
Good command of English, both spoken and written.
Reporting to:
GM Project Development",2025-11-24T12:38:39.406159
HRD (KPI Specialist - People Analytics),PT Kharisma Adhi Sejahtera,"Jakarta Utara, Jakarta Raya
(Hibrid)",Full time,Rp 6.500.000 – Rp 9.000.000 per month,"Job Descriptions:
Manage the end-to-end recruitment process, including manpower planning, job description development, job posting, CV screening, interviews,job offering, and onboarding process (Outsourcing Company Basic)
Handling BPJS Ketenagakerjaan (PU/BPU), BPJS Kesehatan, and Insurance.
Develop and design KPIs aligned with the company's strategic goals.
Conduct socialization and training sessions for teams on performance measurement.
Manage the monitoring and evaluation process of departmental and individual performance.
Analyze KPI achievement and provide improvement recommendations.
Prepare periodic performance reports for management review.
Collaborate with other HR teams in developing appraisal and reward systems.
Develop and implement active sourcing strategies through various platforms (LinkedIn, Jobstreet, campus portals, training and education centers, etc.).
Conduct employer branding activities through social media and recruitment events.
Monitor and evaluate the effectiveness of the recruitment process on a regular basis.
Contribute to the development and implementation of onboarding programs for new employees
Requirement:
Minimum Bachelor's degree (S1) in Management, Statistics, Industrial Psychology, Industrial Engineering, or a related field.
Minimum 3–5 years of experience in developing, implementing, and analyzing KPIs within an organization.
Strong understanding of performance measurement methodologies such as Balanced Scorecard, OKRs, SMART Goals, and other relevant frameworks.
Experienced in working with both quantitative and qualitative data.
Proficient in analytical tools such as advanced Excel, Google Sheets, Power BI, or Tableau.
Excellent communication skills and the ability to coordinate effectively across departments.
Good interpersonal and communication skill, analytical, listening, negotiation and presentation abilities
Good attention to details and thoroughness for data.
Proactive and problem solving mindset, able to work independently
Highly motivated with the spirit to learn new things
Technology savvy (active on social media)
Able to join immediately
Benefit(s):
Health Insurance
Flexible Hybrid Working Arrangements
Fun and casual working environment
Big opportunity for career development
Laptop allowance
20% Discount at coffee shop Arah Coffee
Grab Corporate",2025-11-24T12:38:40.198270
HR Recruitment & Training,PT Olympic Furniture Gemilang,"Bogor, Jawa Barat",Full time,Rp 5.500.000 – Rp 7.500.000 per month,"Kualifikasi :
Pendidikan jurusan Sumber Daya Manusia / Psikologi
Memiliki Sertifikat BNSP HR dan atau ToT lebih diutamakan
Pengalaman minimal 2-4 tahun dalam recruitment & training , lebih diutamakan dipabrik/manufacture
Terbiasa melakukan
mas recruitment
untuk posisi operator, teknisi dan staff
Memahami manajemen talent pipeline & kontrol turnover
Menghandle rekrutasi tenaga kerja lokal / outsourcing
Membangun program training internal",2025-11-24T12:38:41.071660
"Personnel Officer (Batam, Indonesia Stationed)",Simatelex Manufactory Co Ltd,"Batam, Kepulauan Riau",Full time,None,"We are a leading OEM manufacturer of electrical household appliances for worldwide brand names. Based in Hong Kong, we have highly integrated production facilities in Guangdong Province and Batam, Indonesia.  We would like to invite high caliber individuals to fill the following vacancy:
Responsible for managing various personnel functions, including support in end-to-end recruitment processes (job posting, sourcing, interviewing, onboarding, exit process, etc), maintaining employee records, handling HR administration (attendance, leave, work visa application, etc.) and other assigned duties.
Diploma in Human Resource Management, Law, Psychology or equivalent
At least 5 years solid personnel experience in a manufacturing environment
Well-versed in Labor Ordinance and other related regulations in Indonesia
Proficient in MS Office including Word, Excel, PowerPoint etc
Able to work independently with strong sense of confidentiality
Mature, meticulous and good interpersonal skills
Good command of spoken & written English and proficiency in spoken Mandarin is a MUST
Interested parties please send your full resume in English including the
detail description of the industry and product
in your working experience, expected salary and date available to Human Resources Department by clicking ""Apply Now"" button.
For more details, please visit our web-site at www.simatelex.com.hk
The personal data collected in this Job Application (the “Data”) may be shared among other companies within our group and/or our related companies for the recruitment purpose, who may be involved in processing your job application and related matters.",2025-11-24T12:38:56.862446
HR STAFF,PT Chemarome Indonesia,"Cikarang Timur, Jawa Barat",Full time,None,"Job Description:
End to end recruitment
Handling all labor and corporate legal
Ensure absence, annual leave and payroll process compliance with the regulations from the government.
Ensure employee master data are updated and also all contract update.
Ensure employee data for health insurance, BPJS Kesehatan and BPJS Ketenagakerjaan are updated.
Ensuring all foreign workers data is valid and up to date.
Requirements:
Candidate must possess at least Bachelor's Degree in Human Resource Management, Psychology, Law or equivalent.
Required language(s): English
Freshgradute welcome to apply
Required Skill(s): Microsoft Office
Excellent communication skills.
English Language Proficiency
Ability to provide feedback effectively.
Critical thinker and a good analytical thinker.",2025-11-24T12:39:13.230352
